icd9,icd10,description
43,01Q63ZZ,Procedure on four or more vessels
43,01Q64ZZ,Procedure on four or more vessels
43,01Q80ZZ,Procedure on four or more vessels
43,01Q83ZZ,Procedure on four or more vessels
43,01Q84ZZ,Procedure on four or more vessels
43,01Q90ZZ,Procedure on four or more vessels
43,01Q93ZZ,Procedure on four or more vessels
43,01Q94ZZ,Procedure on four or more vessels
43,01QA0ZZ,Procedure on four or more vessels
43,01QA3ZZ,Procedure on four or more vessels
43,01QA4ZZ,Procedure on four or more vessels
43,01QB0ZZ,Procedure on four or more vessels
43,01QB3ZZ,Procedure on four or more vessels
43,01QB4ZZ,Procedure on four or more vessels
43,01QC0ZZ,Procedure on four or more vessels
43,01QC3ZZ,Procedure on four or more vessels
43,01QC4ZZ,Procedure on four or more vessels
43,01QD0ZZ,Procedure on four or more vessels
43,01QD3ZZ,Procedure on four or more vessels
43,01QD4ZZ,Procedure on four or more vessels
43,01QF0ZZ,Procedure on four or more vessels
43,01QF3ZZ,Procedure on four or more vessels
43,01QF4ZZ,Procedure on four or more vessels
43,01QG0ZZ,Procedure on four or more vessels
43,01QG3ZZ,Procedure on four or more vessels
43,01QG4ZZ,Procedure on four or more vessels
43,01QH0ZZ,Procedure on four or more vessels
43,01QH3ZZ,Procedure on four or more vessels
43,01QH4ZZ,Procedure on four or more vessels
43,01QQ0ZZ,Procedure on four or more vessels
43,01QQ3ZZ,Procedure on four or more vessels
43,01QQ4ZZ,Procedure on four or more vessels
43,01QR0ZZ,Procedure on four or more vessels
43,01QR3ZZ,Procedure on four or more vessels
43,01QR4ZZ,Procedure on four or more vessels
44,NoPCS,Procedure on vessel bifurcation
45,NoPCS,Insertion of one vascular stent
45,00RF07Z,Insertion of one vascular stent
45,00RF0JZ,Insertion of one vascular stent
45,00RF0KZ,Insertion of one vascular stent
45,00RF47Z,Insertion of one vascular stent
45,00RF4JZ,Insertion of one vascular stent
45,00RF4KZ,Insertion of one vascular stent
45,00RG07Z,Insertion of one vascular stent
45,00RG0JZ,Insertion of one vascular stent
45,00RG0KZ,Insertion of one vascular stent
45,00RG47Z,Insertion of one vascular stent
45,00RG4JZ,Insertion of one vascular stent
45,00RG4KZ,Insertion of one vascular stent
45,00RH07Z,Insertion of one vascular stent
45,00RH0JZ,Insertion of one vascular stent
45,00RH0KZ,Insertion of one vascular stent
45,00RH47Z,Insertion of one vascular stent
45,00RH4JZ,Insertion of one vascular stent
45,00RH4KZ,Insertion of one vascular stent
45,00RJ07Z,Insertion of one vascular stent
45,00RJ0JZ,Insertion of one vascular stent
45,00RJ0KZ,Insertion of one vascular stent
45,00RJ47Z,Insertion of one vascular stent
45,00RJ4JZ,Insertion of one vascular stent
45,00RJ4KZ,Insertion of one vascular stent
45,00RK07Z,Insertion of one vascular stent
45,00RK0JZ,Insertion of one vascular stent
45,00RK0KZ,Insertion of one vascular stent
45,00RK47Z,Insertion of one vascular stent
45,00RK4JZ,Insertion of one vascular stent
45,00RK4KZ,Insertion of one vascular stent
45,00RL07Z,Insertion of one vascular stent
45,00RL0JZ,Insertion of one vascular stent
45,00RL0KZ,Insertion of one vascular stent
45,00RL47Z,Insertion of one vascular stent
45,00RL4JZ,Insertion of one vascular stent
45,00RL4KZ,Insertion of one vascular stent
45,00RM07Z,Insertion of one vascular stent
45,00RM0JZ,Insertion of one vascular stent
45,00RM0KZ,Insertion of one vascular stent
45,00RM47Z,Insertion of one vascular stent
45,00RM4JZ,Insertion of one vascular stent
45,00RM4KZ,Insertion of one vascular stent
45,00RN07Z,Insertion of one vascular stent
45,00RN0JZ,Insertion of one vascular stent
45,00RN0KZ,Insertion of one vascular stent
45,00RN47Z,Insertion of one vascular stent
45,00RN4JZ,Insertion of one vascular stent
45,00RN4KZ,Insertion of one vascular stent
45,00RP07Z,Insertion of one vascular stent
45,00RP0JZ,Insertion of one vascular stent
45,00RP0KZ,Insertion of one vascular stent
45,00RP47Z,Insertion of one vascular stent
45,00RP4JZ,Insertion of one vascular stent
45,00RP4KZ,Insertion of one vascular stent
45,00RQ07Z,Insertion of one vascular stent
45,00RQ0JZ,Insertion of one vascular stent
45,00RQ0KZ,Insertion of one vascular stent
45,00RQ47Z,Insertion of one vascular stent
45,00RQ4JZ,Insertion of one vascular stent
45,00RQ4KZ,Insertion of one vascular stent
45,00RR07Z,Insertion of one vascular stent
45,00RR0JZ,Insertion of one vascular stent
45,00RR0KZ,Insertion of one vascular stent
45,00RR47Z,Insertion of one vascular stent
45,00RR4JZ,Insertion of one vascular stent
45,00RR4KZ,Insertion of one vascular stent
45,00RS07Z,Insertion of one vascular stent
45,00RS0JZ,Insertion of one vascular stent
45,00RS0KZ,Insertion of one vascular stent
45,00RS47Z,Insertion of one vascular stent
45,00RS4JZ,Insertion of one vascular stent
45,00RS4KZ,Insertion of one vascular stent
45,00UF07Z,Insertion of one vascular stent
45,00UF0JZ,Insertion of one vascular stent
45,00UF0KZ,Insertion of one vascular stent
45,00UF37Z,Insertion of one vascular stent
45,00UF3JZ,Insertion of one vascular stent
45,00UF3KZ,Insertion of one vascular stent
45,00UF47Z,Insertion of one vascular stent
45,00UF4JZ,Insertion of one vascular stent
45,00UF4KZ,Insertion of one vascular stent
45,00UG07Z,Insertion of one vascular stent
45,00UG0JZ,Insertion of one vascular stent
45,00UG0KZ,Insertion of one vascular stent
45,00UG37Z,Insertion of one vascular stent
45,00UG3JZ,Insertion of one vascular stent
45,00UG3KZ,Insertion of one vascular stent
45,00UG47Z,Insertion of one vascular stent
45,00UG4JZ,Insertion of one vascular stent
45,00UG4KZ,Insertion of one vascular stent
45,00UH07Z,Insertion of one vascular stent
45,00UH0JZ,Insertion of one vascular stent
45,00UH0KZ,Insertion of one vascular stent
45,00UH37Z,Insertion of one vascular stent
45,00UH3JZ,Insertion of one vascular stent
45,00UH3KZ,Insertion of one vascular stent
45,00UH47Z,Insertion of one vascular stent
45,00UH4JZ,Insertion of one vascular stent
45,00UH4KZ,Insertion of one vascular stent
45,00UJ07Z,Insertion of one vascular stent
45,00UJ0JZ,Insertion of one vascular stent
45,00UJ0KZ,Insertion of one vascular stent
45,00UJ37Z,Insertion of one vascular stent
45,00UJ3JZ,Insertion of one vascular stent
45,00UJ3KZ,Insertion of one vascular stent
45,00UJ47Z,Insertion of one vascular stent
45,00UJ4JZ,Insertion of one vascular stent
45,00UJ4KZ,Insertion of one vascular stent
45,00UK07Z,Insertion of one vascular stent
45,00UK0JZ,Insertion of one vascular stent
45,00UK0KZ,Insertion of one vascular stent
45,00UK37Z,Insertion of one vascular stent
45,00UK3JZ,Insertion of one vascular stent
45,00UK3KZ,Insertion of one vascular stent
45,00UK47Z,Insertion of one vascular stent
45,00UK4JZ,Insertion of one vascular stent
45,00UK4KZ,Insertion of one vascular stent
45,00UL07Z,Insertion of one vascular stent
45,00UL0JZ,Insertion of one vascular stent
45,00UL0KZ,Insertion of one vascular stent
45,00UL37Z,Insertion of one vascular stent
45,00UL3JZ,Insertion of one vascular stent
45,00UL3KZ,Insertion of one vascular stent
45,00UL47Z,Insertion of one vascular stent
45,00UL4JZ,Insertion of one vascular stent
45,00UL4KZ,Insertion of one vascular stent
45,00UM07Z,Insertion of one vascular stent
45,00UM0JZ,Insertion of one vascular stent
45,00UM0KZ,Insertion of one vascular stent
45,00UM37Z,Insertion of one vascular stent
45,00UM3JZ,Insertion of one vascular stent
45,00UM3KZ,Insertion of one vascular stent
45,00UM47Z,Insertion of one vascular stent
45,00UM4JZ,Insertion of one vascular stent
45,00UM4KZ,Insertion of one vascular stent
45,00UN07Z,Insertion of one vascular stent
45,00UN0JZ,Insertion of one vascular stent
45,00UN0KZ,Insertion of one vascular stent
45,00UN37Z,Insertion of one vascular stent
45,00UN3JZ,Insertion of one vascular stent
45,00UN3KZ,Insertion of one vascular stent
45,00UN47Z,Insertion of one vascular stent
45,00UN4JZ,Insertion of one vascular stent
45,00UN4KZ,Insertion of one vascular stent
45,00UP07Z,Insertion of one vascular stent
45,00UP0JZ,Insertion of one vascular stent
45,00UP0KZ,Insertion of one vascular stent
45,00UP37Z,Insertion of one vascular stent
45,00UP3JZ,Insertion of one vascular stent
45,00UP3KZ,Insertion of one vascular stent
45,00UP47Z,Insertion of one vascular stent
45,00UP4JZ,Insertion of one vascular stent
45,00UP4KZ,Insertion of one vascular stent
45,00UQ07Z,Insertion of one vascular stent
45,00UQ0JZ,Insertion of one vascular stent
45,00UQ0KZ,Insertion of one vascular stent
45,00UQ37Z,Insertion of one vascular stent
45,00UQ3JZ,Insertion of one vascular stent
45,00UQ3KZ,Insertion of one vascular stent
45,00UQ47Z,Insertion of one vascular stent
45,00UQ4JZ,Insertion of one vascular stent
45,00UQ4KZ,Insertion of one vascular stent
45,00UR07Z,Insertion of one vascular stent
45,00UR0JZ,Insertion of one vascular stent
45,00UR0KZ,Insertion of one vascular stent
45,00UR37Z,Insertion of one vascular stent
45,00UR3JZ,Insertion of one vascular stent
45,00UR3KZ,Insertion of one vascular stent
45,00UR47Z,Insertion of one vascular stent
45,00UR4JZ,Insertion of one vascular stent
45,00UR4KZ,Insertion of one vascular stent
45,00US07Z,Insertion of one vascular stent
45,00US0JZ,Insertion of one vascular stent
45,00US0KZ,Insertion of one vascular stent
45,00US37Z,Insertion of one vascular stent
45,00US3JZ,Insertion of one vascular stent
45,00US3KZ,Insertion of one vascular stent
45,00US47Z,Insertion of one vascular stent
45,00US4JZ,Insertion of one vascular stent
45,00US4KZ,Insertion of one vascular stent
45,01R107Z,Insertion of one vascular stent
45,01R10JZ,Insertion of one vascular stent
45,01R10KZ,Insertion of one vascular stent
45,01R147Z,Insertion of one vascular stent
45,01R14JZ,Insertion of one vascular stent
45,01R14KZ,Insertion of one vascular stent
45,01R207Z,Insertion of one vascular stent
45,01R20JZ,Insertion of one vascular stent
45,01R20KZ,Insertion of one vascular stent
45,01R247Z,Insertion of one vascular stent
45,01R24JZ,Insertion of one vascular stent
45,01R24KZ,Insertion of one vascular stent
45,01R407Z,Insertion of one vascular stent
45,01R40JZ,Insertion of one vascular stent
45,01R40KZ,Insertion of one vascular stent
45,01R447Z,Insertion of one vascular stent
45,01R44JZ,Insertion of one vascular stent
45,01R44KZ,Insertion of one vascular stent
45,01R507Z,Insertion of one vascular stent
45,01R50JZ,Insertion of one vascular stent
45,01R50KZ,Insertion of one vascular stent
45,01R547Z,Insertion of one vascular stent
45,01R54JZ,Insertion of one vascular stent
45,01R54KZ,Insertion of one vascular stent
45,01R607Z,Insertion of one vascular stent
45,01R60JZ,Insertion of one vascular stent
45,01R60KZ,Insertion of one vascular stent
45,01R647Z,Insertion of one vascular stent
45,01R64JZ,Insertion of one vascular stent
45,01R64KZ,Insertion of one vascular stent
45,01R807Z,Insertion of one vascular stent
45,01R80JZ,Insertion of one vascular stent
45,01R80KZ,Insertion of one vascular stent
45,01R847Z,Insertion of one vascular stent
45,01R84JZ,Insertion of one vascular stent
45,01R84KZ,Insertion of one vascular stent
45,01RB07Z,Insertion of one vascular stent
45,01RB0JZ,Insertion of one vascular stent
45,01RB0KZ,Insertion of one vascular stent
45,01RB47Z,Insertion of one vascular stent
45,01RB4JZ,Insertion of one vascular stent
45,01RB4KZ,Insertion of one vascular stent
45,01RC07Z,Insertion of one vascular stent
45,01RC0JZ,Insertion of one vascular stent
45,01RC0KZ,Insertion of one vascular stent
45,01RC47Z,Insertion of one vascular stent
45,01RC4JZ,Insertion of one vascular stent
45,01RC4KZ,Insertion of one vascular stent
45,01RD07Z,Insertion of one vascular stent
45,01RD0JZ,Insertion of one vascular stent
45,01RD0KZ,Insertion of one vascular stent
45,01RD47Z,Insertion of one vascular stent
45,01RD4JZ,Insertion of one vascular stent
45,01RD4KZ,Insertion of one vascular stent
45,01RF07Z,Insertion of one vascular stent
45,01RF0JZ,Insertion of one vascular stent
45,01RF0KZ,Insertion of one vascular stent
45,01RF47Z,Insertion of one vascular stent
45,01RF4JZ,Insertion of one vascular stent
45,01RF4KZ,Insertion of one vascular stent
45,01RG07Z,Insertion of one vascular stent
45,01RG0JZ,Insertion of one vascular stent
45,01RG0KZ,Insertion of one vascular stent
45,01RG47Z,Insertion of one vascular stent
45,01RG4JZ,Insertion of one vascular stent
45,01RG4KZ,Insertion of one vascular stent
45,01RH07Z,Insertion of one vascular stent
45,01RH0JZ,Insertion of one vascular stent
45,01RH0KZ,Insertion of one vascular stent
45,01RH47Z,Insertion of one vascular stent
45,01RH4JZ,Insertion of one vascular stent
45,01RH4KZ,Insertion of one vascular stent
45,01RR07Z,Insertion of one vascular stent
45,01RR0JZ,Insertion of one vascular stent
45,01RR0KZ,Insertion of one vascular stent
45,01RR47Z,Insertion of one vascular stent
45,01RR4JZ,Insertion of one vascular stent
45,01RR4KZ,Insertion of one vascular stent
45,01U107Z,Insertion of one vascular stent
45,01U10JZ,Insertion of one vascular stent
45,01U10KZ,Insertion of one vascular stent
45,01U137Z,Insertion of one vascular stent
45,01U13JZ,Insertion of one vascular stent
45,01U13KZ,Insertion of one vascular stent
45,01U147Z,Insertion of one vascular stent
45,01U14JZ,Insertion of one vascular stent
45,01U14KZ,Insertion of one vascular stent
45,01U207Z,Insertion of one vascular stent
45,01U20JZ,Insertion of one vascular stent
45,01U20KZ,Insertion of one vascular stent
45,01U237Z,Insertion of one vascular stent
45,01U23JZ,Insertion of one vascular stent
45,01U23KZ,Insertion of one vascular stent
45,01U247Z,Insertion of one vascular stent
45,01U24JZ,Insertion of one vascular stent
45,01U24KZ,Insertion of one vascular stent
45,01U407Z,Insertion of one vascular stent
45,01U40JZ,Insertion of one vascular stent
45,01U40KZ,Insertion of one vascular stent
45,01U437Z,Insertion of one vascular stent
45,01U43JZ,Insertion of one vascular stent
45,01U43KZ,Insertion of one vascular stent
45,01U447Z,Insertion of one vascular stent
45,01U44JZ,Insertion of one vascular stent
45,01U44KZ,Insertion of one vascular stent
45,01U507Z,Insertion of one vascular stent
45,01U50JZ,Insertion of one vascular stent
45,01U50KZ,Insertion of one vascular stent
45,01U537Z,Insertion of one vascular stent
45,01U53JZ,Insertion of one vascular stent
45,01U53KZ,Insertion of one vascular stent
45,01U547Z,Insertion of one vascular stent
45,01U54JZ,Insertion of one vascular stent
45,01U54KZ,Insertion of one vascular stent
45,01U607Z,Insertion of one vascular stent
45,01U60JZ,Insertion of one vascular stent
45,01U60KZ,Insertion of one vascular stent
45,01U637Z,Insertion of one vascular stent
45,01U63JZ,Insertion of one vascular stent
45,01U63KZ,Insertion of one vascular stent
45,01U647Z,Insertion of one vascular stent
45,01U64JZ,Insertion of one vascular stent
45,01U64KZ,Insertion of one vascular stent
45,01U807Z,Insertion of one vascular stent
45,01U80JZ,Insertion of one vascular stent
45,01U80KZ,Insertion of one vascular stent
45,01U837Z,Insertion of one vascular stent
45,01U83JZ,Insertion of one vascular stent
45,01U83KZ,Insertion of one vascular stent
45,01U847Z,Insertion of one vascular stent
45,01U84JZ,Insertion of one vascular stent
45,01U84KZ,Insertion of one vascular stent
45,01UB07Z,Insertion of one vascular stent
45,01UB0JZ,Insertion of one vascular stent
45,01UB0KZ,Insertion of one vascular stent
45,01UB37Z,Insertion of one vascular stent
45,01UB3JZ,Insertion of one vascular stent
45,01UB3KZ,Insertion of one vascular stent
45,01UB47Z,Insertion of one vascular stent
45,01UB4JZ,Insertion of one vascular stent
45,01UB4KZ,Insertion of one vascular stent
45,01UC07Z,Insertion of one vascular stent
45,01UC0JZ,Insertion of one vascular stent
45,01UC0KZ,Insertion of one vascular stent
45,01UC37Z,Insertion of one vascular stent
45,01UC3JZ,Insertion of one vascular stent
45,01UC3KZ,Insertion of one vascular stent
45,01UC47Z,Insertion of one vascular stent
45,01UC4JZ,Insertion of one vascular stent
45,01UC4KZ,Insertion of one vascular stent
45,01UD07Z,Insertion of one vascular stent
45,01UD0JZ,Insertion of one vascular stent
45,01UD0KZ,Insertion of one vascular stent
45,01UD37Z,Insertion of one vascular stent
45,01UD3JZ,Insertion of one vascular stent
45,01UD3KZ,Insertion of one vascular stent
45,01UD47Z,Insertion of one vascular stent
45,01UD4JZ,Insertion of one vascular stent
45,01UD4KZ,Insertion of one vascular stent
45,01UF07Z,Insertion of one vascular stent
45,01UF0JZ,Insertion of one vascular stent
45,01UF0KZ,Insertion of one vascular stent
45,01UF37Z,Insertion of one vascular stent
45,01UF3JZ,Insertion of one vascular stent
45,01UF3KZ,Insertion of one vascular stent
45,01UF47Z,Insertion of one vascular stent
45,01UF4JZ,Insertion of one vascular stent
45,01UF4KZ,Insertion of one vascular stent
45,01UG07Z,Insertion of one vascular stent
45,01UG0JZ,Insertion of one vascular stent
45,01UG0KZ,Insertion of one vascular stent
45,01UG37Z,Insertion of one vascular stent
45,01UG3JZ,Insertion of one vascular stent
