icd9,icd10,description
1629,0N9Q4ZX,"Drainage of Left Orbit, Percutaneous Endoscopic Approach, Diagnostic"
1631,08R00JZ,"Replacement of Right Eye with Synthetic Substitute, Open Approach"
1631,08R10JZ,"Replacement of Left Eye with Synthetic Substitute, Open Approach"
1639,08T0XZZ,"Resection of Right Eye, External Approach"
1639,08T1XZZ,"Resection of Left Eye, External Approach"
1641,08R00JZ,"Replacement of Right Eye with Synthetic Substitute, Open Approach"
1641,08R10JZ,"Replacement of Left Eye with Synthetic Substitute, Open Approach"
1642,08R007Z,"Replacement of Right Eye with Autologous Tissue Substitute, Open Approach"
1642,08R00JZ,"Replacement of Right Eye with Synthetic Substitute, Open Approach"
1642,08R00KZ,"Replacement of Right Eye with Nonautologous Tissue Substitute, Open Approach"
1642,08R037Z,"Replacement of Right Eye with Autologous Tissue Substitute, Percutaneous Approach"
1642,08R03JZ,"Replacement of Right Eye with Synthetic Substitute, Percutaneous Approach"
1642,08R03KZ,"Replacement of Right Eye with Nonautologous Tissue Substitute, Percutaneous Approach"
1642,08R107Z,"Replacement of Left Eye with Autologous Tissue Substitute, Open Approach"
1642,08R10JZ,"Replacement of Left Eye with Synthetic Substitute, Open Approach"
1642,08R10KZ,"Replacement of Left Eye with Nonautologous Tissue Substitute, Open Approach"
1642,08R137Z,"Replacement of Left Eye with Autologous Tissue Substitute, Percutaneous Approach"
1642,08R13JZ,"Replacement of Left Eye with Synthetic Substitute, Percutaneous Approach"
1642,08R13KZ,"Replacement of Left Eye with Nonautologous Tissue Substitute, Percutaneous Approach"
1649,08T0XZZ,"Resection of Right Eye, External Approach"
1649,08T1XZZ,"Resection of Left Eye, External Approach"
1651,08T0XZZ,"Resection of Right Eye, External Approach"
1651,08T1XZZ,"Resection of Left Eye, External Approach"
1651,0NBP0ZZ,"Excision of Right Orbit, Open Approach"
1651,0NBP4ZZ,"Excision of Right Orbit, Percutaneous Endoscopic Approach"
1651,0NBQ0ZZ,"Excision of Left Orbit, Open Approach"
1651,0NBQ4ZZ,"Excision of Left Orbit, Percutaneous Endoscopic Approach"
1651,0NBR0ZZ,"Excision of Maxilla, Open Approach"
1651,0NBR4ZZ,"Excision of Maxilla, Percutaneous Endoscopic Approach"
1652,08T0XZZ,"Resection of Right Eye, External Approach"
1652,08T1XZZ,"Resection of Left Eye, External Approach"
1652,0NBP0ZZ,"Excision of Right Orbit, Open Approach"
1652,0NBP3ZZ,"Excision of Right Orbit, Percutaneous Approach"
1652,0NBP4ZZ,"Excision of Right Orbit, Percutaneous Endoscopic Approach"
1652,0NBQ0ZZ,"Excision of Left Orbit, Open Approach"
1652,0NBQ3ZZ,"Excision of Left Orbit, Percutaneous Approach"
1652,0NBQ4ZZ,"Excision of Left Orbit, Percutaneous Endoscopic Approach"
1659,08T0XZZ,"Resection of Right Eye, External Approach"
1659,08T1XZZ,"Resection of Left Eye, External Approach"
1659,0KX10ZZ,"Transfer Facial Muscle, Open Approach"
1659,0KX14ZZ,"Transfer Facial Muscle, Percutaneous Endoscopic Approach"
1661,08R00JZ,"Replacement of Right Eye with Synthetic Substitute, Open Approach"
1661,08R10JZ,"Replacement of Left Eye with Synthetic Substitute, Open Approach"
1662,08W00JZ,"h Revision of Synthetic Substitute in Right Eye, Open Approach"
1662,08W03JZ,"h Revision of Synthetic Substitute in Right Eye, Percutaneous Approach"
1662,08W10JZ,"Revision of Synthetic Substitute in Left Eye, Open Approach"
1662,08W13JZ,"Revision of Synthetic Substitute in Left Eye, Percutaneous Approach"
1663,0JR107Z,"Replacement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach"
1663,0JR10KZ,"Replacement of Face Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Open Approach"
1663,0JR137Z,"Replacement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Percutaneous Approach"
1663,0JR13KZ,"Replacement of Face Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Percutaneous Approach"
1664,0WQ20ZZ,"Repair Face, Open Approach"
1664,0WQ23ZZ,"Repair Face, Percutaneous Approach"
1664,0WQ24ZZ,"Repair Face, Percutaneous Endoscopic Approach"
1664,0WQ2XZZ,"Repair Face, External Approach"
1665,0JR107Z,"Replacement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach"
1665,0JR10KZ,"Replacement of Face Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Open Approach"
1665,0JR137Z,"Replacement of Face Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Percutaneous Approach"
1665,0JR13KZ,"Replacement of Face Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Percutaneous Approach"
1666,0WQ2XZZ,"Repair Face, External Approach"
1669,0WQ2XZZ,"Repair Face, External Approach"
1671,08P003Z,"Removal of Infusion Device from Right Eye, Open Approach"
1671,08P00JZ,"Removal of Synthetic Substitute from Right Eye, Open Approach"
1671,08P103Z,"Removal of Infusion Device from Left Eye, Open Approach"
1671,08P10JZ,"h Removal of Synthetic Substitute from Left Eye, Open Approach"
1672,0NPW0JZ,"Removal of Synthetic Substitute from Facial Bone, Open Approach"
1672,0NPW3JZ,"Removal of Synthetic Substitute from Facial Bone, Percutaneous Approach"
1672,0NPW4JZ,"Removal of Synthetic Substitute from Facial Bone, Percutaneous Endoscopic Approach"
1681,0NQP0ZZ,"Repair Right Orbit, Open Approach"
1681,0NQP3ZZ,"Repair Right Orbit, Percutaneous Approach"
1681,0NQP4ZZ,"Repair Right Orbit, Percutaneous Endoscopic Approach"
1681,0NQPXZZ,"Repair Right Orbit, External Approach"
1681,0NQQ0ZZ,"Repair Left Orbit, Open Approach"
1681,0NQQ3ZZ,"Repair Left Orbit, Percutaneous Approach"
1681,0NQQ4ZZ,"Repair Left Orbit, Percutaneous Endoscopic Approach"
1681,0NQQXZZ,"Repair Left Orbit, External Approach"
1682,08Q0XZZ,"Repair Right Eye, External Approach"
1682,08Q1XZZ,"Repair Left Eye, External Approach"
1689,08Q0XZZ,"Repair Right Eye, External Approach"
1689,08Q1XZZ,"Repair Left Eye, External Approach"
1691,3E0C329,"h Introduction of Other Anti-infective into Eye, Percutaneous Approach"
1691,3E0C33Z,"Introduction of Anti-inflammatory into Eye, Percutaneous Approach"
1691,3E0C3BZ,"Introduction of Anesthetic Agent into Eye, Percutaneous Approach"
1691,3E0C3GC,"Introduction of Other Therapeutic Substance into Eye, Percutaneous Approach"
1691,3E0C3HZ,"Introduction of Radioactive Substance into Eye, Percutaneous Approach"
1691,3E0C3KZ,"Introduction of Other Diagnostic Substance into Eye, Percutaneous Approach"
1691,3E0C3TZ,"Introduction of Destructive Agent into Eye, Percutaneous Approach"
1692,0NBP0ZZ,"Excision of Right Orbit, Open Approach"
1692,0NBP3ZZ,"Excision of Right Orbit, Percutaneous Approach"
1692,0NBP4ZZ,"Excision of Right Orbit, Percutaneous Endoscopic Approach"
1692,0NBQ0ZZ,"Excision of Left Orbit, Open Approach"
1692,0NBQ3ZZ,"Excision of Left Orbit, Percutaneous Approach"
1692,0NBQ4ZZ,"Excision of Left Orbit, Percutaneous Endoscopic Approach"
1693,08B00ZZ,"Excision of Right Eye, Open Approach"
1693,08B03ZZ,"Excision of Right Eye, Percutaneous Approach"
1693,08B0XZZ,"Excision of Right Eye, External Approach"
1693,08B10ZZ,"Excision of Left Eye, Open Approach"
1693,08B13ZZ,"Excision of Left Eye, Percutaneous Approach"
1693,08B1XZZ,"Excision of Left Eye, External Approach"
1698,0NQP0ZZ,"Repair Right Orbit, Open Approach"
1698,0NQP3ZZ,"Repair Right Orbit, Percutaneous Approach"
1698,0NQP4ZZ,"Repair Right Orbit, Percutaneous Endoscopic Approach"
1698,0NQPXZZ,"Repair Right Orbit, External Approach"
1698,0NQQ0ZZ,"Repair Left Orbit, Open Approach"
1698,0NQQ3ZZ,"Repair Left Orbit, Percutaneous Approach"
1698,0NQQ4ZZ,"Repair Left Orbit, Percutaneous Endoscopic Approach"
1698,0NQQXZZ,"Repair Left Orbit, External Approach"
1699,08H00YZ,"Insertion of Other Device into Right Eye, Open Approach"
1699,08H03YZ,"Insertion of Other Device into Right Eye, Percutaneous Approach"
1699,08H07YZ,"Insertion of Other Device into Right Eye, Via Natural or Artificial Opening"
1699,08H08YZ,"Insertion of Other Device into Right Eye, Via Natural or Artificial Opening Endoscopic"
1699,08H10YZ,"Insertion of Other Device into Left Eye, Open Approach"
1699,08H13YZ,"Insertion of Other Device into Left Eye, Percutaneous Approach"
1699,08H17YZ,"Insertion of Other Device into Left Eye, Via Natural or Artificial Opening"
1699,08H18YZ,"Insertion of Other Device into Left Eye, Via Natural or Artificial Opening Endoscopic"
1699,08P00YZ,"Removal of Other Device from Right Eye, Open Approach"
1699,08P03YZ,"Removal of Other Device from Right Eye, Percutaneous Approach"
1699,08P10YZ,"Removal of Other Device from Left Eye, Open Approach"
1699,08P13YZ,"h Removal of Other Device from Left Eye, Percutaneous Approach"
1699,08Q0XZZ,"Repair Right Eye, External Approach"
1699,08Q1XZZ,"Repair Left Eye, External Approach"
1699,08W00YZ,"Revision of Other Device in Right Eye, Open Approach"
1699,08W03YZ,"h Revision of Other Device in Right Eye, Percutaneous Approach"
1699,08W07YZ,"Revision of Other Device in Right Eye, Via Natural or Artificial Opening"
1699,08W08YZ,"Revision of Other Device in Right Eye, Via Natural or Artificial Opening Endoscopic"
1699,08W10YZ,"Revision of Other Device in Left Eye, Open Approach"
1699,08W13YZ,"Revision of Other Device in Left Eye, Percutaneous Approach"
1699,08W17YZ,"Revision of Other Device in Left Eye, Via Natural or Artificial Opening"
1699,08W18YZ,"Revision of Other Device in Left Eye, Via Natural or Artificial Opening Endoscopic"
1711,0YU547Z,"Supplement Right Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1711,0YU54JZ,"Supplement Right Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1711,0YU54KZ,"Supplement Right Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1711,0YU647Z,"Supplement Left Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1711,0YU64JZ,"Supplement Left Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1711,0YU64KZ,"Supplement Left Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1712,0YU547Z,"Supplement Right Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1712,0YU54JZ,"Supplement Right Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1712,0YU54KZ,"Supplement Right Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1712,0YU647Z,"Supplement Left Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1712,0YU64JZ,"Supplement Left Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1712,0YU64KZ,"Supplement Left Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1713,0YU547Z,"Supplement Right Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1713,0YU54JZ,"Supplement Right Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1713,0YU54KZ,"Supplement Right Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1713,0YU647Z,"Supplement Left Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1713,0YU64JZ,"Supplement Left Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1713,0YU64KZ,"Supplement Left Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1721,0YUA47Z,"Supplement Bilateral Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1721,0YUA4JZ,"Supplement Bilateral Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1721,0YUA4KZ,"Supplement Bilateral Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1722,0YUA47Z,"Supplement Bilateral Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1722,0YUA4JZ,"Supplement Bilateral Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1722,0YUA4KZ,"Supplement Bilateral Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1723,0YUA47Z,"Supplement Bilateral Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1723,0YUA4JZ,"Supplement Bilateral Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1723,0YUA4KZ,"Supplement Bilateral Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1724,0YUA47Z,"Supplement Bilateral Inguinal Region with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
1724,0YUA4JZ,"Supplement Bilateral Inguinal Region with Synthetic Substitute, Percutaneous Endoscopic Approach"
1724,0YUA4KZ,"Supplement Bilateral Inguinal Region with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
1731,0DBE4ZZ,"Excision of Large Intestine, Percutaneous Endoscopic Approach"
1732,0DTH4ZZ,"Resection of Cecum, Percutaneous Endoscopic Approach"
1733,0DTF4ZZ,"Resection of Right Large Intestine, Percutaneous Endoscopic Approach"
1734,0DTL4ZZ,"Resection of Transverse Colon, Percutaneous Endoscopic Approach"
1735,0DTG4ZZ,"Resection of Left Large Intestine, Percutaneous Endoscopic Approach"
1736,0DTN4ZZ,"h Resection of Sigmoid Colon, Percutaneous Endoscopic Approach"
1739,0DBE4ZZ,"Excision of Large Intestine, Percutaneous Endoscopic Approach"
1741,8E090CZ,"Robotic Assisted Procedure of Head and Neck Region, Open Approach"
1741,8E0W0CZ,"Robotic Assisted Procedure of Trunk Region, Open Approach"
1741,8E0X0CZ,"h Robotic Assisted Procedure of Upper Extremity, Open Approach"
1741,8E0Y0CZ,"h Robotic Assisted Procedure of Lower Extremity, Open Approach"
1742,8E0W4CZ,"Robotic Assisted Procedure of Trunk Region, Percutaneous Endoscopic Approach"
1743,8E093CZ,"Robotic Assisted Procedure of Head and Neck Region, Percutaneous Approach"
1743,8E0W3CZ,"Robotic Assisted Procedure of Trunk Region, Percutaneous Approach"
1743,8E0X3CZ,"h Robotic Assisted Procedure of Upper Extremity, Percutaneous Approach"
1743,8E0Y3CZ,"h Robotic Assisted Procedure of Lower Extremity, Percutaneous Approach"
1744,8E094CZ,"Robotic Assisted Procedure of Head and Neck Region, Percutaneous Endoscopic Approach"
1744,8E098CZ,"Robotic Assisted Procedure of Head and Neck Region, Via Natural or Artificial Opening Endoscopic"
1744,8E0W8CZ,"Robotic Assisted Procedure of Trunk Region, Via Natural or Artificial Opening Endoscopic"
1744,8E0X4CZ,"Robotic Assisted Procedure of Upper Extremity, Percutaneous Endoscopic Approach"
1744,8E0Y4CZ,"h Robotic Assisted Procedure of Lower Extremity, Percutaneous Endoscopic Approach"
1745,8E0W4CZ,"Robotic Assisted Procedure of Trunk Region, Percutaneous Endoscopic Approach"
1749,8E097CZ,"Robotic Assisted Procedure of Head and Neck Region, Via Natural or Artificial Opening"
1749,8E09XCZ,Robotic Assisted Procedure of Head and Neck Region
1749,8E0W7CZ,"Robotic Assisted Procedure of Trunk Region, Via Natural or Artificial Opening"
1749,8E0WXCZ,Robotic Assisted Procedure of Trunk Region
1749,8E0XXCZ,Robotic Assisted Procedure of Upper Extremity
1749,8E0YXCZ,Robotic Assisted Procedure of Lower Extremity
1751,02HK0MZ,"Insertion of Cardiac Lead into Right Ventricle, Open Approach"
1751,02HK3MZ,"Insertion of Cardiac Lead into Right Ventricle, Percutaneous Approach"
1751,02HK4MZ,"Insertion of Cardiac Lead into Right Ventricle, Percutaneous Endoscopic Approach"
1751,0JH60AZ,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Open Approach"
1751,0JH63AZ,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
1751,0JH80AZ,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
1751,0JH83AZ,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
1752,0JH60AZ,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Open Approach"
1752,0JH63AZ,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
1752,0JH80AZ,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
1752,0JH83AZ,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
1753,03CH3ZZ,"Extirpation of Matter from Right Common Carotid Artery, Percutaneous Approach"
1753,03CJ3ZZ,"Extirpation of Matter from Left Common Carotid Artery, Percutaneous Approach"
1753,03CK3ZZ,"Extirpation of Matter from Right Internal Carotid Artery, Percutaneous Approach"
1753,03CL3ZZ,"Extirpation of Matter from Left Internal Carotid Artery, Percutaneous Approach"
1753,03CM3ZZ,"Extirpation of Matter from Right External Carotid Artery, Percutaneous Approach"
1753,03CN3ZZ,"Extirpation of Matter from Left External Carotid Artery, Percutaneous Approach"
1753,03CP3ZZ,"Extirpation of Matter from Right Vertebral Artery, Percutaneous Approach"
1753,03CQ3ZZ,"Extirpation of Matter from Left Vertebral Artery, Percutaneous Approach"
1754,03CG3Z6,"Extirpation of Matter from Intracranial Artery, Bifurcation, Percutaneous Approach"
1754,03CG3ZZ,"Extirpation of Matter from Intracranial Artery, Percutaneous Approach"
1755,02C03ZZ,"Extirpation of Matter from Coronary Artery, One Artery, Percutaneous Approach"
1756,02CP3ZZ,"Extirpation of Matter from Pulmonary Trunk, Percutaneous Approach"
1756,02CQ3ZZ,"Extirpation of Matter from Right Pulmonary Artery, Percutaneous Approach"
1756,02CR3ZZ,"Extirpation of Matter from Left Pulmonary Artery, Percutaneous Approach"
1756,02CS3ZZ,"Extirpation of Matter from Right Pulmonary Vein, Percutaneous Approach"
1756,02CT3ZZ,"Extirpation of Matter from Left Pulmonary Vein, Percutaneous Approach"
1756,02CV3ZZ,"h Extirpation of Matter from Superior Vena Cava, Percutaneous Approach"
1756,02CW3ZZ,"Extirpation of Matter from Thoracic Aorta, Descending, Percutaneous Approach"
1756,02CX3ZZ,"Extirpation of Matter from Thoracic Aorta, Ascending/Arch, Percutaneous Approach"
1756,03C03ZZ,"Extirpation of Matter from Right Internal Mammary Artery, Percutaneous Approach"
1756,03C13ZZ,"Extirpation of Matter from Left Internal Mammary Artery, Percutaneous Approach"
1756,03C23ZZ,"Extirpation of Matter from Innominate Artery, Percutaneous Approach"
1756,03C33ZZ,"Extirpation of Matter from Right Subclavian Artery, Percutaneous Approach"
1756,03C43ZZ,"Extirpation of Matter from Left Subclavian Artery, Percutaneous Approach"
